id,retweet_count,favorite_count
667435689202614272,79,282
667405339315146752,203,429
667393430834667520,51,177
667369227918143488,150,336
667211855547486208,219,445
667200525029539841,237,567
667192066997374976,88,345
667188689915760640,351,669
667182792070062081,5507,13027
667177989038297088,50,175
667176164155375616,407,551
667174963120574464,71,225
667171260800061440,74,199
667165590075940865,1020,2458
667160273090932737,55,231
667152164079423490,15157,43678
667138269671505920,1959,4157
667119796878725120,117,300
667090893657276420,111,303
667073648344346624,106,364
667070482143944705,13,75
667065535570550784,40,151
667062181243039745,47,201
667044094246576128,44,172
667012601033924608,197,411
666996132027977728,80,221
666983947667116034,878,2327
666837028449972224,490,735
666835007768551424,70,190
666826780179869698,81,232
666817836334096384,225,462
666804364988780544,79,212
666786068205871104,429,682
666781792255496192,171,347
666776908487630848,152,315
666739327293083650,60,213
666701168228331520,193,388
666691418707132416,43,168
666649482315059201,557,1016
666644823164719104,73,215
666454714377183233,190,462
666447344410484738,19,93
666437273139982337,41,110
666435652385423360,44,144
666430724426358785,172,286
666428276349472768,70,146
666421158376562688,95,286
666418789513326592,39,109
666411507551481857,281,388
666407126856765440,30,98
666396247373291520,72,151
666373753744588802,75,166
666362758909284353,489,685
666353288456101888,63,189
666345417576210432,128,261
666337882303524864,80,173
666293911632134144,304,447
666287406224695296,57,130
666273097616637952,69,156
666268910803644416,32,92
666104133288665088,5693,13046
666102155909144576,11,69
666099513787052032,56,139
666094000022159362,65,151
666082916733198337,41,100
666073100786774016,138,278
666071193221509120,52,133
666063827256086533,186,425
666058600524156928,49,103
666057090499244032,116,260
666055525042405380,208,391
666051853826850816,735,1078
666050758794694657,51,119
666049248165822465,37,92
666044226329800704,120,256
666033412701032449,38,105
666029285002620928,41,117
666020888022790149,441,2336
